| STT | Tiếng Trung | Pinyin | Nghĩa Tiếng Việt |
| 465 | 結束 | jiéshù | Kết Thúc |
| 466 | 解說 | jiěshuō | Giảng Giải, Thuyết Minh |
| 467 | 及格 | jígé | Hợp Cách, Hợp Thức, Hợp Lệ, Đạt Yêu Cầu |
| 468 | 幾乎 | jīhū | Hầu Hết, Hầu Như |
| 469 | 計劃 | jìhuà | Kế Hoạch |
| 470 | 機會 | jīhuì | Cơ Hội |
| 471 | 即將 | jíjiāng | Gần, Sắp, Sẽ |
| 472 | 季節 | jìjié | Mùa, Tiết |
| 473 | 機率 | jīlǜ | Sác Xuất, Cơ Hội |
| 474 | 近 | Jìn | Gần |
| 475 | 進 | jìn | Đi Vào, Tiến |
| 476 | 斤 | jīn | Cân (Cân Tàu = 1/2Kg) |
| 477 | 進步 | jìnbù | Tiến Triển, Tiến Bộ |
| 478 | 警察 | jǐngchá | Cảnh Sát |
| 479 | 警察局 | jǐngchá jú | Đồn Cảnh Sát |
| 480 | 經常 | jīngcháng | Thường, Thường Thường |
| 481 | 經理 | jīnglǐ | Giám Đốc |
| 482 | 經驗 | jīngyàn | Kinh Nghiệm |
| 483 | 進來 | jìnlái | Đi Vào, Vào Đây, Vào, Trở Vào |
| 484 | 近年 | Jìnnián | Năm Gần Đây |
| 485 | 進去 | jìnqù | Đi Vào |
| 486 | 今天 | jīntiān | Hôm Nay |
| 487 | 緊張 | jǐnzhāng | Lo Lắng |
| 488 | 機票 | jīpiào | Vé Máy Bay |
| 489 | 雞肉 | jīròu | Thịt Gà |
| 490 | 舊 | jiù | Cũ |
| 491 | 就 | jiù | Liền, Ngay, Mà, Rồi, Là...Ngay |
| 492 | 酒 | Jiǔ | Rượu |
| 493 | 久 | jiǔ | Cửu: Lâu Dài, Lâu, Lâu Dài, Lâu |
| 494 | 九 | jiŭ | Cửu, Số Chín |
| 495 | 舊城 | jiù chéng | Thành Phố Cổ |
| 496 | 舊書 | jiùshū | Cuốn Sách Cũ |
| 497 | 就要 | jiùyào | Cần Phải |
| 498 | 繼續 | jìxù | Tiếp Tục |
| 499 | 記者 | Jìzhě | Phóng Viên |
| 500 | 舉手 | Jǔ shǒu | Giơ Tay Bạn Lên |
| 501 | 覺得 | juédé | Cảm Thấy, Thấy, Cho Rằng, Thấy Rằng |
| 502 | 決定 | juédìng | Quyết Định |
| 503 | 舉凡 | jǔfán | Phàm Là, Gồm, Hễ Là |
| 504 | 拒絕 | jùjué | Cự Tuyệt, Từ Chối, Khước Từ |
| 505 | 句子 | jùzi | Câu, |
| 506 | 咖啡 | Kāfēi | Cà Phê |
| 507 | 咖啡廳 | kāfēi tīng | Quán Cà Phê |
| 508 | 開 | kāi | Khai: Mở, Mở Ra |
| 509 | 開燈 | kāi dēng | Bật Đèn |
| 510 | 開車 | Kāichē | Lái Xe |
| 511 | 開店 | kāidiàn | Mở Cửa Hàng |
| 512 | 開會 | Kāihuì | Cuộc Họp |
| 513 | 開門 | kāimén | Mở Cửa |
| 514 | 開始 | Kāishǐ | Bắt Đầu |
| 515 | 開水 | kāishuǐ | Nước Sôi |
| 516 | 開心 | kāixīn | Vui Vẻ, Hài Lòng |
| 517 | 開學 | kāixué | Khai Giảng, Khai Trường |
| 518 | 看 | kàn | Nhìn, Xem, Coi |
| 519 | 看電影 | Kàn diànyǐng | Xem Phim |
| 520 | 看病 | kànbìng | Gặp Bác Sĩ, Khám Bện |
| 521 | 看到 | kàndào | Nhìn Thấy |
| 522 | 看法 | kànfǎ | Cách Nhìn, Quan Điểm |
| 523 | 抗 | kàng | Chống Chọi, Đỡ, Đề Kháng |
| 524 | 看見 | kànjiàn | Nhìn Thấy |
| 525 | 看書 | Kànshū | Đọc Sách |
| 526 | 烤 | kăo | Nướng |
| 527 | 烤肉 | kǎoròu | Nướng Thịt |
| 528 | 考試 | Kǎoshì | Thi, Kiểm Tra |
| 529 | 烤鴨 | kǎoyā | Vịt Quay |
| 530 | 卡片 | kǎpiàn | Thẻ |
| 531 | 客 | Kè | Khách |
| 532 | 課 | kè | Khóa: Giờ Học, Lên Lớp, Tiết Học |
| 533 | 渴 | kě | Khát |
| 534 | 顆 | kē | Hạt, Hòn Viên |
| 535 | 可愛 | kěài | Khả Ái, Đáng Yên |
| 536 | 課本 | kèběn | Sách Giáo Khoa |
| 537 | 科技 | kējì | Khoa Học Kỹ Thuật, Khoa Học Công Nghệ |
| 538 | 可樂 | kělè | Cô Ca, Nước Cô Ca |
| 539 | 可能 | kěnéng | Khả Năng, Có Thể, Thực Hiện Được, Làm Được |
| 540 | 可怕 | kěpà | Tệ Hại, Đáng Sợ |
| 541 | 客氣 | kèqì | Khách Sáo |
| 542 | 客人 | Kèrén | Khách, Khách Mời |
| 543 | 咳嗽 | késòu | Ho, Bị Ho |
| 544 | 課堂 | kètáng | Lớp Học |
| 545 | 客廳 | kètīng | Phòng Khách |
| 546 | 科學 | kēxué | Khoa Học |
| 547 | 可以 | kěyǐ | Có Thể, Có Khả Năng, Có Năng Lực |
| 548 | 恐 | kǒng | Sợ Hãi, Sợ Sệt, Kinh Khủng, Lo Sợ |
| 549 | 空 | Kōng | Trống Rỗng, Trống Không, Không, Rỗng, Trống |
| 550 | 空氣 | kōngqì | Không Khí |
| 551 | 口 | kǒu | Khẩu, Miệng, Nhân Khẩu, Cửa, Cửa Ra Vào |
| 552 | 苦 | kǔ | Vị Đắng |
| 553 | 哭 | kū | Khóc |
| 554 | 塊 | kuài | Khối: Miếng, Viên, Hòn, Cục |
| 555 | 快 | kuài | Nhanh |
| 556 | 筷子 | Kuàizi | Đũa |
| 557 | 苦瓜 | kǔguā | Mướp Đắng, Khổ Qua |
| 558 | 窺 | kuī | Hé, Nhìn Lén, Nhìn Trộm, Dòm Ngó |
| 559 | 褲子 | Kùzi | Quần Dài |
| 560 | 拉 | lā | Lôi, Kéo, Chở |
| 561 | 來 | lái | Đến |
| 562 | 垃圾 | lājī | Rác |
| 563 | 藍 | lán | Màu Xanh Da Trời |
| 564 | 籃球 | lánqiú | Bóng Rổ |
| 565 | 老 | lăo | Lão, Già |
| 566 | 老闆 | lǎobǎn | Ông Chủ |
| 567 | 老化 | lǎohuà | Lão Hoá, Già |
| 568 | 老師 | Lǎoshī | Thầy Giáo, Cô Giáo, Giáo Viên |
| 569 | 了 | le | Dùng Sau Động Tự Thể Hiện Việc Đã Xong, Cuối Câu |
| 570 | 累 | lèi | Mệt |
| 571 | 冷 | lěng | Lạnh |
| 572 | 冷氣 | lěngqì | Máy Điều Hòa |
| 573 | 冷氣機 | Lěngqì jī | Máy Điều Hòa |
| 574 | 離 | lí | Li: Khoảng Cách, Cự Ly |
| 575 | 裡 | lǐ | Họ Lý, Bên Trong |
| 576 | 臉 | liǎn | Mặt |
| 577 | 涼 | liáng | Mát, Để Nguộn |
| 578 | 輛 | liàng | Chiếc (Chỉ Xe Cộ) |
| 579 | 亮 | liàng | Sáng, Bóng, Phát Sáng |
| 580 | 兩 | liăng | Lưỡng, Cặp, Hai |
| 581 | 涼快 | liángkuai | Mát Mẻ |
| 582 | 聯繫 | liánxì | Liên Lạc, Kết Nối |
| 583 | 練習 | liànxí | Luyện Tập |
| 584 | 了解 | liǎojiě | Hiểu Rõ, Biết Rõ, Biết, Hiểu |
| 585 | 聊天 | liáotiān | Trò Chuyện |
| 586 | 禮拜 | lǐbài | Lễ Bái, Tuần Lễ, Thứ Trong Tuần |
| 587 | 理解 | lǐjiě | Hiểu, Đã Thông |
| 588 | 離開 | Líkāi | Rời Khỏi, Rời Đi |
| 589 | 力量 | lìliàng | Sức Lực, Lực Lượng, Sức Mạnh。 |
| 590 | 禮貌 | lǐmào | Lịch Sự, Lễ Độ |
| 591 | 裡面 | lǐmiàn | Trong, Bên Trong |
| 592 | 林 | lín | Rừng, Lâm |
| 593 | 零 | líng | Linh: Vụn Vặt, Lẻ, Số Không |
| 594 | 另 | lìng | Ngoài, Khác |
| 595 | 另外 | lìngwài | Ngoài Ra |
| 596 | 鄰居 | línjū | Hàng Xóm |
| 597 | 留 | liú | Lưu |
| 598 | 六 | liù | Lục: Số 6 |
| 599 | 流行 | liúxíng | Phổ Biến, Lưu Hành |
| 600 | 留言 | liúyán | Nhắn Lời, Thư Để Lại, Lời Dặn Dò |
| 601 | 禮物 | lǐwù | Quà |
| 602 | 利用 | lìyòng | Lợi Dụng, Sử Dụng |
| 603 | 樓 | lóu | Lầu, Tầng |
| 604 | 樓下 | lóu xià | Tầng Dưới |
| 605 | 樓上 | lóushàng | Tầng Trên, Lầu Trên |
| 606 | 樓梯 | lóutī | Cầu Thang |
| 607 | 綠 | lǜ | Màu Xanh Lá |
| 608 | 爐 | lú | Lò, Bếp |
| 609 | 亂 | luàn | Sự Hỗn Loạn, Loạn |
| 610 | 綠燈 | lǜdēng | Đèn Xanh |
| 611 | 旅館 | Lǚguǎn | Lữ Quán, Quán Trọ, Khách Sạn |
| 612 | 旅客 | lǚkè | Khách Hàng |
| 613 | 路口 | Lùkǒu | Giao Lộ, Đường Giao |
| 614 | 論 | lùn | Luận Bàn, Luận |
| 615 | 路上 | lùshàng | Trên Dường |
| 616 | 旅行 | lǚxíng | Lữ Hành, Du Lịch |
| 617 | 旅行社 | lǚxíngshè | Cơ Quan Du Lịch, Công Ty Du Lịch |
| 618 | 旅遊 | lǚyóu | Du Lịch |
| 619 | 嗎 | ma | Ừ, À: Dùng Ở Cuối Câu Để Hỏi |
| 620 | 馬 | mă | Mã, Họ Mã: Con Ngựa |
| 621 | 麻煩 | máfan | Rắc Rối |
| 622 | 買 | Mǎi | Mua |
| 623 | 賣 | Mài | Bán |
| 624 | 媽媽 | māmā | Mẹ |
| 625 | 慢 | màn | Chậm |
| 626 | 滿 | mǎn | Đầy, Mãn Nguyện |
| 627 | 慢慢 | Màn man | Từ Từ, Chậm, Chậm |
| 628 | 忙 | máng | Bận, Bận Bịu |
| 629 | 滿意 | mǎnyì | Thỏa Mãn |
| 630 | 毛 | máo | Mao, Họ Mao: Lông |
| 631 | 貓 | māo | Mèo |
| 632 | 毛筆 | máobǐ | Bút Lông |
| 633 | 毛衣 | máoyī | Áo Lông |
| 634 | 帽子 | Màozi | Mũ, Cái Mũ |
| 635 | 馬上 | mǎshàng | Ngay Lập Tức |
| 636 | 沒 | méi | Không, Không Có |
| 637 | 每 | měi | Mọi, Mỗi |
| 638 | 每次 | měi cì | Mỗi Lần |
| 639 | 沒問題 | méi wèntí | Không Vấn Đề |
| 640 | 沒關係 | méiguānxì | Không Quan Trọng |
| 641 | 美國 | Měiguó | Nước Mỹ |
| 642 | 美麗 | měilì | Mỹ Lệ, Đẹp |
| 643 | 妹妹 | mèimei | Muội Muội, Em Gái |
| 644 | 每年 | měinián | Hằng Năm, Mỗi Năm |
| 645 | 沒事 | méishì | Không Sao |
| 646 | 美食 | měishí | Thức Ăn Ngon |
| 647 | 每天 | měitiān | Hằng Ngày |
| 648 | 沒有 | méiyǒu | Không Có |
| 649 | 門 | mén | Cổng, Cửa |
| 650 | 門口 | ménkǒu | Cửa, Cổng |
| 651 | 米 | mǐ | Mễ: Họ Mễ: Gạo, Hạt Gạo, Mét (M) Đơn Vị Đo |
| 652 | 麵 | miàn | Mì |
| 653 | 麵包 | Miànbāo | Bánh Mỳ |
| 654 | 麵包店 | miànbāodiàn | Tiệm Bánh Mỳ |
| 655 | 麵條 | miàntiáo | Mỳ Sợi |
| 656 | 明白 | míngbái | Biết, Hiểu |
| 657 | 明年 | míngnián | Năm Sau |
| 658 | 明天 | míngtiān | Ngày Mai |
| 659 | 名字 | míngzì | Tên |
| 660 | 摩托車 | mótuōchē | Xe Máy, Xe Mô Tô |
| 661 | 木(頭) | mù（ tou） | Mộc, Miếng Gỗ |
| 662 | 目的 | mùdì | Mục Đích |
| 663 | 目光 | mùguāng | Ánh Mắt, Tầm Mắt, Tầm Nhìn |
| 664 | 母親 | mǔqīn | Mẹ |
| 665 | 拿 | ná | Cầm, Lấy |
| 666 | 那 | nà | Kia: Đại Từ Chỉ Vật, Người Ở Xa |
| 667 | 哪 | nă | Đâu, Từ Dùng Để Hỏi Ở Đâu |
| 668 | 那邊 | nàbiān | Ở Đó, Ở Chỗ Kia |
| 669 | 哪裡 | nălǐ | Đâu, Chỗ Nào |
| 670 | 那麼 | nàme | Như Vậy, Như Thế, Như Thế Đấy, Thế Đó, Thế Đấy |
| 671 | 難 | Nán | Khó |
| 672 | 男 | nán | Nam Giới |
| 673 | 南(邊) | nán（ biān） | Phía Nam |
| 674 | 奶奶 | nănai | Bà Nội |
| 675 | 南部 | nánbù | Phía Nam |
| 676 | 難道 | nándào | Chả Trách, |
| 677 | 難過 | nánguò | Buồn, Chán |
| 678 | 男孩 | nánhái | Con Trai |
| 679 | 那兒 | nàr | Chỗ Ấy, Nơi Ấy |
| 680 | 哪兒 | nǎr | Chỗ Nào, Đâu |
| 681 | 呢 | ne | Thế, Nhỉ, Vậy (Dùng Để Hỏi), Nhé, Nhỉ (Dùng Ở Cuối Câu Trần Thuật) |
| 682 | 內容 | nèiróng | Nội Dung |
| 683 | 能 | néng | Có Thể |
| 684 | 能夠 | nénggòu | Đủ, Có Đủ, Cần Đủ |
| 685 | 年 | nián | Niên, Năm |
| 686 | 念 | niàn | Niệm, Họ Niệm: Nhớ, Nhớ Nhung, Đọc, Học Bài |
| 687 | 年紀 | niánjì | Uổi Tác, Tuổi, Niên Kỷ |
| 688 | 年輕 | niánqīng | Thanh Niên, Người Trẻ |
| 689 | 唸書 | niànshū | Học Bài, Đọc Sách |
| 690 | 鳥 | Niǎo | Chim |
| 691 | 您 | nín | Ngài, Ông (Đại Từ Nhân Xưng, Có Ý Kính Trọng) |
| 692 | 牛 | niú | Con Bò |
| 693 | 牛奶 | niúnǎi | Sửa Bò |
| 694 | 牛排 | niúpái | Bít Tết |
| 695 | 牛仔褲 | niúzǎikù | Quần Jean |
| 696 | 弄 | nòng | Làm, Kiếm Cách, Tìm Cách |
| 697 | 女 | nǚ | Nữ Giới |
| 698 | 暖和 | nuănhuo | Ấm Áp (Khí Hậu, Hoàn Cảnh), Sửa Ấm |
| 699 | 女孩 | nǚhái | Con Gái |
| 700 | 努力 | nǔlì | Cố Gắng |
| 701 | 女性 | nǚxìng | Nữ Giới, Phụ Nữ |
| 702 | 歐美 | ōuměi | Âu Mỹ |
| 703 | 歐洲 | ōuzhōu | Châu Âu |
| 704 | 爬 | pá | Bò, Leo Trèo, Trèo, Leo |
| 705 | 怕 | pà | Sợ |
| 706 | 拍 | pāi | Chụp Ảnh, Chụp Hình |
| 707 | 排隊 | páiduì | Xếp Hàng |
| 708 | 牌子 | páizi | Biển Báo |
| 709 | 盤 | pán | Họ Bàn, Khay, Mâm, Đĩa To |
| 710 | 胖 | pàng | Mập |
| 711 | 旁邊 | páng biān | Bên Cạnh |
| 712 | 龐大 | pángdà | To Lớn, To, Lớn, Bự |
| 713 | 龐大商 | pángdà shāng | Thương Số Lớn |
| 714 | 盤子 | pánzi | Cái Đĩa, Mâm, Khay |
| 715 | 跑 | pǎo | Chạy |
| 716 | 爬山 | Páshān | Leo Núi |
| 717 | 陪 | péi | Đồng Hành |
| 718 | 配合 | pèihé | Hợp Tác |
| 719 | 培養 | péiyǎng | Bồi Dưỡng |
| 720 | 朋友 | péngyǒu | Bằng Hữu, Bạn Bè |
| 721 | 匹 | Pǐ | Con (Ngựa, La, Lừa) |
| 722 | 片 | piàn | Ấm Ảnh, Tấm Hình, Bức Hoạ |
| 723 | 便宜 | Piányí | Rẻ |
| 724 | 票 | piào | Vé, Phiếu, Thẻ, Hoá Đőn |
| 725 | 漂亮 | piào·liang | Đẹp, Xinh Xắn, Xinh Đẹp |
| 726 | 皮包 | píbāo | Túi Sách Tay, Ví Da, Cặp Da |
| 727 | 啤酒 | píjiǔ | Bia |
| 728 | 瓶 | píng | Bình, Lọ |
| 729 | 平安 | píng'ān | Bình An |
| 730 | 平常 | Píngcháng | Bình Thường |
| 731 | 蘋果 | Píngguǒ | Quả Táo |
| 732 | 品質 | pǐnzhí | Chất Lượng |
| 733 | 破 | pò | Vỡ, Đứt, Thủng |
| 734 | 期 | qí | Khoá, Kỳ Học, Kỳ |
| 735 | 騎 | qí | Lái, Đi (Xe Đạp) |
| 736 | 起 | qǐ | Khởi: Dậy, Thành Lập |
| 737 | 七 | qī | Thất, Số 7 |
| 738 | 騎車 | qí chē | Đi Xe Đạp |
| 739 | 前 | qián | Tiền: Trước |
| 740 | 錢 | qián | Tiền |
| 741 | 千 | qiān | Thiên: Nghìn, Trời |
| 742 | 鉛筆 | qiānbǐ | Bút Chì |
| 743 | 前邊 | Qiánbian | Mặt Trước |
| 744 | 牆 | qiáng | Tường |
| 745 | 前面 | Qiánmiàn | Đằng Trước |
| 746 | 橋 | qiáo | Kiều: Họ Kiều, Cây Cầu |
| 747 | 巧克力 | Qiǎokèlì | Sô Cô La |
| 748 | 汽車 | qìchē | Xe Ô Tô, Xe Hơi |
| 749 | 起床 | Qǐchuáng | Thức Dậy |
| 750 | 起飛 | qǐfēi | Máy Bay Cất Cánh |
| 751 | 奇怪 | qíguài | Sự Xa Lạ, Kỳ Quái |
| 752 | 起來 | Qǐlái | Đứng Lên |
| 753 | 親 | qīn | Thân: Họ Hàng, Ruột Thịt: Hôn |
| 754 | 請 | qǐng | Mời |
| 755 | 輕 | qīng | Nhẹ: Nhẹ Nhàng, Thoải Mái |
| 756 | 青菜 | qīngcài | Rau Xanh |
| 757 | 清楚 | qīngchǔ | Rõ Ràng, Mạch Lạc |
| 758 | 請假 | qǐngjià | Xin Phép |
| 759 | 情境 | Qíngjìng | Tình Huống |
| 760 | 請客 | qǐngkè | Mời Khách |
| 761 | 輕鬆 | qīngsōng | Nhẹ Nhõm, Ung Dung, Thoải Mái |
| 762 | 晴天 | qíngtiān | Trời Trong, Trời Nắng Đẹp |
| 763 | 請問 | qǐngwèn | Xin Hỏi |
| 764 | 慶祝 | qìngzhù | Chúc Mừng, Chào Mừng |
| 765 | 汽水 | qìshuǐ | Nước Có Ga, Nước Ngọt |
| 766 | 球 | Qiú | Cầu, Bóng |
| 767 | 求 | qiú | Cứu, Cầu Cứu |
| 768 | 秋天 | qiūtiān | Mùa Thu |
| 769 | 企業 | qǐyè | Doanh Nghiệp |
| 770 | 去 | qù | Khứ: Mất Đi, Không Còn, Rời Bỏ, Qua |
| 771 | 全 | quán | Toàn, Họ Toàn, Toàn Bộ, Cả |
| 772 | 全部 | quánbù | Toàn Bộ |
| 773 | 全家 | Quánjiā | Toàn Gia, Cả Nhà |
| 774 | 全民 | quánmín | Toàn Dân |
| 775 | 確定 | quèdìng | Quyết Định |
| 776 | 去年 | qùnián | Năm Ngoái |
| 777 | 裙子 | qúnzi | Váy |
| 778 | 讓 | ràng | Cho Phép |
| 779 | 然後 | ránhòu | Sau Đó |
| 780 | 熱 | rè | Nóng |
| 781 | 人 | Rén | Con Người |
| 782 | 熱鬧 | rènào | Sống Động, Nhộn Nhịp |
| 783 | 任何 | rènhé | Bất Kì |
| 784 | 人類 | Rénlèi | Nhân Loại, Con Người |
| 785 | 認識 | rènshí | Biết, Quen Biết |
| 786 | 認為 | rènwéi | Cho Rằng |
| 787 | 認真 | rènzhēn | Chăm Chỉ |
| 788 | 日 | rì | Nhật, Ngày, Mặt Trời |
| 789 | 日本 | rìběn | Nước Nhật |
| 790 | 容易 | róngyì | Dễ |
| 791 | 肉 | ròu | Dễ, Dễ Dàng |
| 792 | 如果 | Rúguǒ | Nếu Như |
| 793 | 入門 | Rùmén | Nhập Môn, |
| 794 | 傘 | săn | Cái Ô |
| 795 | 三 | sān | Tam, Số 3 |
| 796 | 散步 | sànbù | Đi Bộ |
| 797 | 掃地 | sǎodì | Quét Sàn Nhà |
| 798 | 色 | sè | Màu Sắc |
| 799 | 森林 | sēnlín | Rừng Sâu |
| 800 | 沙發 | shāfā | Ghế Sô Pha |
| 801 | 山 | Shān | Núi |
| 802 | 上 | shàng | Thượng, Trên |
| 803 | 上(面) | shàng（ miàn） | Ở Trên |
| 804 | 上班 | shàngbān | Làm Việc, Đi Làm Việc |
| 805 | 商店 | shāngdiàn | Cửa Hàng, Hiệu Buôn |
| 806 | 上課 | Shàngkè | Học Bài, Tham Dự Lớp Học |
| 807 | 上來 | shànglái | Đi Lên, Bắt Đầu, Khởi Đầu |
| 808 | 商品 | shāngpǐn | Hàng Hóa, Thương Phẩm |
| 809 | 上去 | shàngqù | Đi Lên (Đi Từ Thấp Lên Cao) |
| 810 | 上網 | shàngwǎng | Lên Mạng |
| 811 | 上午 | shàngwŭ | Buổi Sáng |
| 812 | 傷心 | shāngxīn | Buồn, Thương Tâm |
| 813 | 上學 | shàngxué | Đến Trường, Đi Học |
| 814 | 少 | shǎo | Thiếu: Ít, Thiết |
| 815 | 誰 | shéi | Người Nào Đó |
| 816 | 什麼 | shéme | Cái Gì, Gì Đó: Đại Từ Nghi Vấn |
| 817 | 剩 | shèng | Thừa Lại, Còn Lại |
| 818 | 生 | Shēng | Sinh Ra, Sinh Đẻ, Sinh |
| 819 | 省錢 | shěng qián | Tiết Kiệm Tiền |
| 820 | 生病 | shēngbìng | Bị Ốm |
| 821 | 生活 | shēnghuó | Đời Sống, Cuộc Sống |
| 822 | 生氣 | shēngqì | Tức Giận |
| 823 | 生日 | Shēngrì | Sinh Nhật |
| 824 | 聲音 | shēngyīn | Âm Thanh, Tiếng Động |
| 825 | 身體 | shēntǐ | Thân Hình, Bản Thân, Sức Khỏe |
| 826 | 十 | shí | Thập, Mười, Số 10 |
| 827 | 食 | shí | Thực, Thức Ăn |
| 828 | 實 | shí | Thực, Thật, Chân Thật |
| 829 | 是 | shì | Rằng Thì Mà Là Ở… |
| 830 | 事 | shì | Sự Tình, Công Việc, Việc |
| 831 | 試 | shì | Thử |
| 832 | 試穿 | shì chuān | Mặc Thử |
| 833 | 市場 | shìchǎng | Chợ |
| 834 | 時候 | shíhòu | Thời Gian, Lúc Khi |
| 835 | 實際 | shíjì | Thật Sự |
| 836 | 時間 | shíjiān | Thời Gian, Giờ |
| 837 | 世界 | shìjiè | Thế Giới |
| 838 | 事情 | shìqíng | Sự Tình, Vấn Đề |
| 839 | 石頭 | shítou | Cục Đá, Mô Đá |
| 840 | 食物 | shíwù | Đồ Ăn |
| 841 | 試用 | shìyòng | Thử, Dùng Thử |
| 842 | 使用 | shǐyòng | Sử Dụng |
| 843 | 室友 | Shìyǒu | Bạn Cùng Phòng |
| 844 | 時鐘 | shízhōng | Đồng Hồ Báo Thức |
| 845 | 十字路口 | shízìlù kǒu | Ngã Tư Đường |
| 846 | 瘦 | shòu | Gầy, Còm |
| 847 | 手 | shǒu | Thủ, Tay |
| 848 | 收 | shōu | Nhận Được |
| 849 | 手錶 | shǒubiǎo | Đồng Hồ Đeo Tay |
| 850 | 手機 | Shǒujī | Điện Thoại Di Động |
| 851 | 受傷 | shòushāng | Bị Thương |
| 852 | 手套 | shǒutào | Găng Tay |
| 853 | 手指 | shǒuzhǐ | Ngón Tay |
| 854 | 樹 | Shù | Cây |
| 855 | 數 | shǔ | Số, Con Số |
| 856 | 書 | shū | Thư: Sách |
| 857 | 衰老 | shuāilǎo | Già Yếu |
| 858 | 雙 | shuāng | Đôi, Hai (Lượng Từ) |
| 859 | 刷牙 | shuāyá | Đánh Răng |
| 860 | 書包 | shūbāo | Cặp Sách |
| 861 | 書店 | shūdiàn | Cửa Hàng Sách |
| 862 | 書法 | shūfǎ | Thư Pháp |
| 863 | 舒服 | shūfú | Thoải Mái |
| 864 | 水 | shuǐ | Nước |
| 865 | 水果 | shuǐguǒ | Trái Cây |
| 866 | 睡覺 | Shuìjiào | Ngủ |
| 867 | 水餃 | shuǐjiǎo | Bánh Sủi Cảo |
| 868 | 暑假 | shǔjià | Kì Nghỉ Hè |
| 869 | 順利 | shùnlì | Thuận Lợi |
| 870 | 說 | shuō | Thuyết: Nói, Kể |
| 871 | 說話 | Shuōhuà | Nói Chuyện |
| 872 | 數學 | shùxué | Toán Học |
| 873 | 書桌 | shūzhuō | Bàn Học |
| 874 | 數字 | shùzì | Con Số |
| 875 | 四 | sì | Tứ, Số 4 |
| 876 | 思考 | sīkǎo | Suy Nghĩ, Suy Xét |
| 877 | 送 | sòng | Tặng |
| 878 | 送給 | sòng gěi | Gửi Đến |
| 879 | 算 | suàn | Toán: Tính Toán |
| 880 | 酸 | suān | Chua, Acid |
| 881 | 酸辣湯 | suān là tāng | Canh Chua Cay |
| 882 | 歲 | Suì | Tuế: Tuổi, Tuỏi Tác |
| 883 | 隨便 | suíbiàn | Tuỳ Thích, Tuỳ Ý |
| 884 | 雖然 | suīrán | Mặc Dù |
| 885 | 所以 | Suǒyǐ | Cho Nên, Sở Dĩ |
| 886 | 所有 | suǒyǒu | Tất Cả, Toàn Bộ |
| 887 | 宿舍 | sùshè | Ký Túc Xá |
| 888 | 他 | tā | Anh Ấy (Ngôi Thứ Ba) |
| 889 | 她 | tā | Cô Ấy (Ngôi Thứ Ba) |
| 890 | 它 | tā | Nó, Cái Đó (Chỉ Đồ Vật, Con Vật) |
| 891 | 太 | tài | Quá, Lắm, Rất |
| 892 | 太壞 | tài huài | Quá Tệ |
| 893 | 太少 | tài shǎo | Quá Ít |
| 894 | 太太 | tàitài | Thái Thái, Vợ |
| 895 | 台灣 | Táiwān | Đài Loan |
| 896 | 太陽 | tàiyáng | Mặt Trời |
| 897 | 談 | tán | Đàm, Họ Đàm: Nói Chuyện, Bàn Bạc |
| 898 | 糖 | táng | Đường Ăn |
| 899 | 躺 | tǎng | Nằm |
| 900 | 湯 | tāng | Canh |
| 901 | 糖醋魚 | táng cù yú | Cá Chua Ngọt |
| 902 | 湯匙 | tāngchí | Muỗng Canh, Thìa, Thìa Canh, Thìa Súp |
| 903 | 糖果 | tángguǒ | Kẹo |
| 904 | 套 | tào | Bộ (Lượng Tử) , Bao Ngoài, Vật Bọc Ngoài |
| 905 | 討論 | Tǎolùn | Bàn Luận, Thảo Luận |
| 906 | 討厭 | tǎoyàn | Ghét |
| 907 | 特別 | tèbié | Đặc Biệt |
| 908 | 疼 | téng | Đau, Buốt, Nhức |
| 909 | 踢 | tī | Đá |
| 910 | 甜 | Tián | Ngọt |
| 911 | 天 | tiān | Thiên, Trời, Không Trung, Bầu Trời, Ban Ngày, Ngày |
| 912 | 天空 | tiānkōng | Bầu Trời |
| 913 | 天氣 | Tiānqì | Thời Tiết |
| 914 | 天天 | tiāntiān | Ngày Ngày, Hàng Ngày |
| 915 | 條 | tiáo | Cái, Con (Lượng Từ) |
| 916 | 跳舞 | tiàowǔ | Nhảy, Khiêu Vũ |
| 917 | 題目 | Tímù | Đề Tài, Chủ Đề |
| 918 | 停 | tíng | Đỗ, Đậu, Dừng, Ngừng |
| 919 | 聽 | tīng | Nghe |
| 920 | 聽說 | Tīng shuō | Nghe Nói |
| 921 | 聽見 | tīngjiàn | Nghe Được |
| 922 | 提早 | tízǎo | Trước Thời Gian, Trước Thời Hạn, Sớm Hơn |
| 923 | 痛 | tòng | Đau, Bị Đau |
| 924 | 同事 | tóngshì | Đồng Nghiệp |
| 925 | 同學 | tóngxué | Bạn Học |
| 926 | 通知 | tōngzhī | Thông Báo |
| 927 | 頭 | tóu | Đầu |
| 928 | 偷 | tōu | Ăn Trộm, Ăn Cắp |
| 929 | 頭髮 | tóufǎ | Tóc |
| 930 | 團 | tuán | Đoàn, Đoàn Người |
| 931 | 腿 | tuǐ | Cái Chân |
| 932 | 推 | tuī | Đẩy, Đùn |
| 933 | 退休 | tuìxiū | Về Hưu, Nghỉ Hưu |
| 934 | 圖片 | Túpiàn | Hình Ảnh |
| 935 | 圖書館 | Túshū guǎn | Thư Viện |
